SID,Name,GroupNM,Group,Trial,Probe,Response,Correct,RT
237,KBH,high,2,11,1,1,1,0.9206
237,KBH,high,2,12,2,2,1,1.2778
238,ASC,high,2,1,1,1,1,1.2344
238,ASC,high,2,2,2,2,1,1.3657
238,ASC,high,2,3,2,2,1,1.1475
238,ASC,high,2,4,1,1,1,1.3876
238,ASC,high,2,5,1,1,1,1.1055
238,ASC,high,2,6,2,2,1,1.1413
238,ASC,high,2,7,1,1,1,1.0510
238,ASC,high,2,8,2,2,1,0.9942
238,ASC,high,2,9,1,2,0,1.2219
238,ASC,high,2,10,2,2,1,1.1234
238,ASC,high,2,11,1,1,1,0.9696
238,ASC,high,2,12,2,2,1,1.1021
239,PWJ,high,2,1,2,2,1,1.8751
239,PWJ,high,2,2,2,2,1,1.4955
239,PWJ,high,2,3,2,2,1,1.4666
239,PWJ,high,2,4,1,0,0,0.0000
239,PWJ,high,2,5,1,1,1,1.5860
239,PWJ,high,2,6,2,0,0,0.0000
239,PWJ,high,2,7,1,1,1,1.9453
239,PWJ,high,2,8,1,0,0,0.0000
239,PWJ,high,2,9,2,2,1,1.7456
239,PWJ,high,2,10,2,2,1,1.9792
239,PWJ,high,2,11,1,1,1,1.8231
239,PWJ,high,2,12,1,2,0,1.8302
241,OYJ,high,2,1,2,0,0,0.0000
241,OYJ,high,2,2,2,2,1,1.0029
241,OYJ,high,2,3,1,1,1,1.1036
241,OYJ,high,2,4,1,1,1,0.9444
241,OYJ,high,2,5,1,1,1,0.8536
241,OYJ,high,2,6,1,1,1,0.9865
241,OYJ,high,2,7,2,2,1,1.3285
241,OYJ,high,2,8,2,2,1,1.3018
241,OYJ,high,2,9,1,1,1,1.0211
241,OYJ,high,2,10,1,1,1,1.2437
241,OYJ,high,2,11,2,2,1,1.2487
241,OYJ,high,2,12,2,2,1,0.9657
242,JSY,high,2,1,2,0,0,0.0000
242,JSY,high,2,2,2,2,1,0.9234
242,JSY,high,2,3,1,1,1,0.8321
242,JSY,high,2,4,1,1,1,0.9625
242,JSY,high,2,5,1,1,1,0.6464
242,JSY,high,2,6,1,1,1,0.6852
242,JSY,high,2,7,2,2,1,0.9656
242,JSY,high,2,8,2,2,1,0.9377
242,JSY,high,2,9,1,1,1,0.6243
242,JSY,high,2,10,1,1,1,0.8781
242,JSY,high,2,11,2,2,1,0.9795
242,JSY,high,2,12,2,2,1,0.7587
243,JSY,high,2,1,1,1,1,1.6663
243,JSY,high,2,2,2,2,1,1.5445
243,JSY,high,2,3,2,2,1,1.5805
243,JSY,high,2,4,1,1,1,1.9081
243,JSY,high,2,5,1,1,1,1.8499
243,JSY,high,2,6,2,2,1,1.5042
243,JSY,high,2,7,2,2,1,1.5856
243,JSY,high,2,8,1,1,1,1.5279
243,JSY,high,2,9,1,2,0,1.2779
243,JSY,high,2,10,2,0,0,0.0000
243,JSY,high,2,11,1,2,0,1.4288
243,JSY,high,2,12,2,2,1,1.1782
244,PYR,high,2,1,1,1,1,1.9745
244,PYR,high,2,2,2,2,1,1.7212
244,PYR,high,2,3,2,2,1,1.4732
244,PYR,high,2,4,1,1,1,1.7021
244,PYR,high,2,5,1,1,1,1.0693
244,PYR,high,2,6,2,2,1,1.2040
244,PYR,high,2,7,2,2,1,1.7317
244,PYR,high,2,8,1,1,1,1.3222
244,PYR,high,2,9,1,1,1,1.0060
244,PYR,high,2,10,2,2,1,1.2509
244,PYR,high,2,11,1,1,1,0.9659
244,PYR,high,2,12,2,2,1,1.6452
251,PJW,high,2,1,1,1,1,1.3328
251,PJW,high,2,2,2,2,1,1.7842
251,PJW,high,2,3,2,2,1,1.4702
251,PJW,high,2,4,2,2,1,1.1786
251,PJW,high,2,5,1,1,1,0.9612
251,PJW,high,2,6,1,1,1,0.8394
251,PJW,high,2,7,2,2,1,1.3604
251,PJW,high,2,8,2,2,1,0.9822
251,PJW,high,2,9,1,1,1,0.9253
251,PJW,high,2,10,1,1,1,0.8886
251,PJW,high,2,11,2,2,1,0.8615
251,PJW,high,2,12,1,1,1,1.2830
252,PJS,high,2,1,1,1,1,1.8015
252,PJS,high,2,2,2,1,0,1.1012
252,PJS,high,2,3,2,2,1,1.3009
252,PJS,high,2,4,2,2,1,1.6167
252,PJS,high,2,5,1,2,0,1.3983
252,PJS,high,2,6,1,1,1,1.3693
252,PJS,high,2,7,2,2,1,0.6162
252,PJS,high,2,8,2,2,1,1.0678
252,PJS,high,2,9,1,1,1,1.3606
252,PJS,high,2,10,1,2,0,1.5820
252,PJS,high,2,11,2,2,1,0.6569
252,PJS,high,2,12,1,1,1,0.8867
253,KSH,high,2,1,1,0,0,0.0000
253,KSH,high,2,2,2,0,0,0.0000
253,KSH,high,2,3,1,1,1,0.9719
253,KSH,high,2,4,1,1,1,1.2041
253,KSH,high,2,5,1,1,1,0.7299
253,KSH,high,2,6,1,1,1,0.5751
253,KSH,high,2,7,2,2,1,1.2976
253,KSH,high,2,8,2,2,1,0.8863
253,KSH,high,2,9,2,2,1,0.9552
253,KSH,high,2,10,1,0,0,0.0000
253,KSH,high,2,11,2,2,1,0.9910
253,KSH,high,2,12,2,2,1,0.7075
254,JJY,high,2,1,1,0,0,0.0000
254,JJY,high,2,2,2,0,0,0.0000
254,JJY,high,2,3,1,1,1,0.7351
254,JJY,high,2,4,1,1,1,0.8399
254,JJY,high,2,5,1,1,1,0.9737
254,JJY,high,2,6,1,1,1,0.7230
254,JJY,high,2,7,2,2,1,1.3205
254,JJY,high,2,8,2,2,1,0.9414
254,JJY,high,2,9,2,2,1,0.9455
254,JJY,high,2,10,1,0,0,0.0000
254,JJY,high,2,11,2,2,1,1.6534
254,JJY,high,2,12,2,2,1,1.0163
255,KBR,high,2,1,2,0,0,0.0000
255,KBR,high,2,2,1,1,1,1.7699
255,KBR,high,2,3,1,1,1,0.9453
255,KBR,high,2,4,1,1,1,0.8584
255,KBR,high,2,5,2,2,1,1.5979
255,KBR,high,2,6,2,2,1,1.2204
255,KBR,high,2,7,1,1,1,0.8523
255,KBR,high,2,8,1,1,1,0.8248
255,KBR,high,2,9,2,2,1,1.6643
255,KBR,high,2,10,2,2,1,1.1249
255,KBR,high,2,11,1,1,1,1.2914
255,KBR,high,2,12,2,2,1,1.1694
256,LSJ,high,2,1,2,0,0,0.0000
256,LSJ,high,2,2,1,1,1,1.3298
256,LSJ,high,2,3,1,1,1,0.9836
256,LSJ,high,2,4,1,1,1,0.9614
256,LSJ,high,2,5,2,2,1,1.4460
256,LSJ,high,2,6,2,2,1,1.2590
256,LSJ,high,2,7,1,1,1,1.4675
256,LSJ,high,2,8,1,1,1,1.3122
256,LSJ,high,2,9,2,2,1,1.4149
256,LSJ,high,2,10,2,0,0,0.0000
256,LSJ,high,2,11,1,2,0,1.0106
256,LSJ,high,2,12,2,2,1,1.3357
257,SSY,high,2,1,1,1,1,1.6724
257,SSY,high,2,2,2,2,1,1.5781
257,SSY,high,2,3,1,1,1,0.9774
257,SSY,high,2,4,2,2,1,1.2109
257,SSY,high,2,5,2,2,1,1.0567
257,SSY,high,2,6,2,2,1,0.7089
257,SSY,high,2,7,1,1,1,1.0383
257,SSY,high,2,8,2,2,1,0.8540
257,SSY,high,2,9,2,2,1,0.6676
257,SSY,high,2,10,1,1,1,0.8214
257,SSY,high,2,11,1,1,1,0.7627
257,SSY,high,2,12,1,1,1,0.6061
258,LTH,high,2,1,1,0,0,0.0000
258,LTH,high,2,2,2,2,1,1.7149
258,LTH,high,2,3,1,1,1,1.0796
258,LTH,high,2,4,2,2,1,1.1243
258,LTH,high,2,5,2,2,1,1.1611
258,LTH,high,2,6,2,2,1,0.7497
258,LTH,high,2,7,1,1,1,0.8569
258,LTH,high,2,8,2,2,1,0.9251
258,LTH,high,2,9,2,2,1,0.7067
258,LTH,high,2,10,1,1,1,0.7644
258,LTH,high,2,11,1,1,1,0.6765
258,LTH,high,2,12,1,1,1,0.4231
